Cust_id,age,job,marital,education,default,balance,housing,loan
ABC17973,27,self-employed,single,secondary,no,152,no,no
ABC15819,26,blue-collar,single,primary,no,409,yes,no
ABC1800,23,services,single,secondary,no,-39,yes,yes
ABC18084,26,blue-collar,single,secondary,no,179,no,no
ABC15839,26,blue-collar,single,secondary,no,223,no,yes
ABC1809,26,management,single,tertiary,no,1326,yes,no
ABC18109,26,services,single,secondary,no,443,no,no
ABC15848,27,management,single,tertiary,no,-324,no,yes
ABC1815,28,management,single,unknown,yes,101,yes,no
ABC15859,25,services,single,secondary,no,-30,no,no
ABC18154,26,blue-collar,single,secondary,no,856,yes,yes
ABC1819,26,blue-collar,single,primary,no,102,yes,no
ABC18194,27,self-employed,single,secondary,yes,-319,no,yes
ABC18215,25,services,single,secondary,no,230,no,no
ABC18234,26,self-employed,single,tertiary,no,50,no,no
ABC1825,23,student,single,secondary,no,151,yes,no
ABC18254,27,services,single,secondary,no,0,yes,no
ABC15948,26,management,single,tertiary,no,30,yes,no
ABC18284,27,blue-collar,single,secondary,no,0,no,no
ABC1829,27,blue-collar,single,secondary,no,45,yes,no
ABC18299,28,management,single,tertiary,no,1837,yes,no
ABC18352,27,blue-collar,single,secondary,no,3267,no,yes
ABC18366,27,blue-collar,single,secondary,no,677,no,yes
ABC1837,21,student,single,secondary,no,6,no,no
ABC1840,26,blue-collar,single,secondary,no,57,yes,no
ABC18436,28,blue-collar,single,secondary,no,0,no,yes
ABC18476,27,management,single,tertiary,no,385,no,yes
ABC1858,28,blue-collar,single,secondary,no,7,yes,yes
ABC18604,27,services,single,secondary,yes,1110,yes,yes
ABC18636,27,management,single,tertiary,no,148,yes,no
ABC18639,26,unemployed,single,secondary,no,1,no,no
ABC18640,28,blue-collar,single,secondary,no,39,no,no
ABC1865,28,blue-collar,single,secondary,no,-125,yes,no
ABC18655,27,services,single,secondary,no,5850,yes,no
ABC18676,25,services,single,secondary,no,-7,no,yes
ABC1869,27,blue-collar,single,secondary,no,527,yes,no
ABC18701,28,services,single,secondary,no,189,yes,no
ABC18721,28,blue-collar,single,primary,no,-30,yes,no
ABC18783,26,blue-collar,single,primary,no,36,no,yes
ABC18788,26,services,single,secondary,no,-14,no,no
ABC18808,26,blue-collar,single,secondary,no,-32,yes,yes
ABC18820,26,services,single,tertiary,no,2053,no,no
ABC1899,23,services,single,secondary,no,105,yes,yes
ABC16122,28,blue-collar,married,secondary,no,751,yes,no
ABC1904,27,self-employed,single,tertiary,no,-503,yes,no
ABC1915,25,services,single,secondary,no,61,yes,no
ABC16141,27,services,single,secondary,no,507,yes,no
ABC16146,26,services,married,secondary,no,-379,yes,yes
ABC1934,24,student,single,secondary,no,304,no,no
ABC1936,27,services,single,secondary,no,683,yes,no
ABC1969,25,services,single,secondary,no,96,yes,no
ABC1985,28,services,single,secondary,no,244,yes,no
ABC1995,27,blue-collar,single,secondary,no,769,yes,no
ABC2005,23,management,single,unknown,no,375,yes,no
ABC2008,28,self-employed,single,secondary,no,123,yes,no
ABC2063,25,blue-collar,single,secondary,no,249,yes,no
ABC16188,25,services,married,unknown,no,349,yes,no
ABC2070,27,services,single,secondary,no,123,yes,no
ABC2079,25,blue-collar,single,secondary,no,1135,yes,no
ABC2084,28,services,single,secondary,no,-103,yes,no
ABC2098,27,management,single,tertiary,no,541,yes,no
ABC2100,28,blue-collar,single,secondary,yes,-871,yes,no
ABC2111,26,blue-collar,single,secondary,no,124,yes,no
ABC2119,25,student,single,tertiary,no,641,yes,no
ABC16211,27,services,married,secondary,no,0,yes,no
ABC2127,25,services,single,secondary,no,-439,yes,no
ABC2130,27,services,single,secondary,no,1,yes,no
ABC16231,25,management,married,secondary,no,2228,yes,no
ABC2140,26,blue-collar,single,secondary,no,199,yes,yes
ABC2143,25,services,single,tertiary,no,40,no,no
ABC2147,28,blue-collar,single,tertiary,no,-214,yes,no
ABC2155,27,blue-collar,single,secondary,no,3675,no,no
ABC2170,26,services,single,secondary,no,586,yes,yes
ABC2172,26,blue-collar,single,secondary,yes,-23,yes,no
ABC16292,25,blue-collar,single,secondary,no,-247,yes,no
ABC2173,28,blue-collar,single,secondary,no,-284,yes,no
ABC2184,28,blue-collar,single,secondary,no,-219,yes,no
ABC2187,27,services,single,secondary,no,118,yes,yes
ABC2200,23,services,single,secondary,no,290,yes,no
ABC2202,24,blue-collar,single,secondary,no,117,yes,yes
ABC2203,25,blue-collar,single,secondary,no,276,yes,no
ABC2209,23,services,single,secondary,no,5,no,no
ABC2214,28,services,single,secondary,no,-260,yes,no
ABC2223,28,blue-collar,single,secondary,no,34,yes,no
ABC2228,23,student,single,tertiary,no,250,yes,no
ABC2234,28,blue-collar,single,secondary,no,2845,yes,no
ABC2235,27,management,single,tertiary,no,2420,yes,no
ABC2236,24,student,single,tertiary,no,1535,yes,no
ABC2246,28,blue-collar,single,secondary,no,205,yes,no
ABC2258,23,services,single,secondary,no,1104,yes,no
ABC16357,28,blue-collar,single,tertiary,no,-123,no,yes
ABC2260,21,student,single,unknown,no,137,yes,no
ABC2271,26,blue-collar,single,secondary,no,96,yes,no
ABC2280,28,unemployed,single,secondary,yes,-353,yes,no
ABC2306,25,services,single,secondary,no,1,yes,yes
ABC2318,22,self-employed,single,secondary,no,650,yes,no
ABC2328,22,blue-collar,single,primary,no,-168,yes,no
ABC2333,23,blue-collar,single,secondary,no,158,yes,no
ABC2334,26,blue-collar,single,secondary,no,8,no,no
ABC16391,28,management,single,secondary,no,131,yes,yes
ABC2336,27,services,single,secondary,no,-541,yes,yes
ABC2338,25,blue-collar,single,primary,no,17,yes,no
ABC2339,25,blue-collar,single,secondary,no,335,yes,no
ABC2340,22,services,single,secondary,no,395,yes,no
ABC2342,26,entrepreneur,single,secondary,no,101,yes,no
ABC2344,26,blue-collar,single,secondary,no,24299,yes,no
ABC2345,27,blue-collar,single,secondary,no,181,no,no
ABC2351,28,blue-collar,single,secondary,no,216,yes,no
ABC2356,24,services,single,secondary,no,845,yes,no
ABC2357,24,blue-collar,single,secondary,no,-126,yes,yes
ABC2360,24,blue-collar,single,secondary,no,-192,yes,no
ABC16471,28,student,single,secondary,no,153,no,no
ABC16472,27,blue-collar,married,secondary,no,-392,yes,no
ABC2364,21,student,single,secondary,no,99,yes,no
ABC1648,27,blue-collar,single,tertiary,no,22,yes,no
ABC2370,25,services,single,secondary,no,768,yes,no
ABC2379,22,services,single,secondary,no,279,yes,no
ABC2380,22,management,single,secondary,no,594,yes,no
ABC2384,26,blue-collar,single,secondary,no,309,yes,no
ABC16516,24,services,single,tertiary,no,395,yes,no
ABC2394,28,services,single,secondary,no,296,yes,no
ABC2397,20,blue-collar,single,secondary,no,129,yes,yes
ABC2400,24,blue-collar,single,secondary,no,-10,yes,no
ABC2401,23,services,single,secondary,no,5,yes,no
ABC2402,27,blue-collar,single,secondary,no,71,yes,no
ABC2403,23,services,single,secondary,no,281,yes,no
ABC24044,28,blue-collar,single,secondary,no,9,yes,no
ABC2409,20,services,single,secondary,no,-103,yes,no
ABC24118,27,management,single,tertiary,no,185,no,no
ABC24122,28,management,single,tertiary,no,1335,no,yes
ABC24123,26,blue-collar,single,tertiary,no,172,no,yes
ABC24129,26,management,single,tertiary,no,4683,yes,no
ABC24141,28,unemployed,single,tertiary,no,7,no,no
ABC24148,23,services,single,secondary,no,40,no,no
ABC24163,22,blue-collar,single,secondary,no,333,no,yes
ABC16642,28,services,single,secondary,no,2,yes,no
ABC2421,24,blue-collar,single,tertiary,no,596,yes,no
ABC2424,21,blue-collar,single,secondary,no,614,yes,no
ABC2426,26,blue-collar,single,secondary,no,401,yes,no
ABC2427,26,services,single,secondary,no,92,yes,no
ABC2428,21,blue-collar,single,secondary,no,-273,yes,yes
ABC2429,23,blue-collar,single,primary,no,2594,yes,no
ABC2430,25,services,single,secondary,no,382,yes,no
ABC2433,25,blue-collar,single,secondary,no,-250,yes,no
ABC24516,26,unknown,single,secondary,no,1187,no,no
ABC16725,25,student,single,secondary,no,1747,yes,no
ABC2460,26,blue-collar,single,secondary,no,-204,yes,no
ABC16734,25,blue-collar,single,secondary,no,4718,no,no
ABC247,22,blue-collar,single,secondary,no,0,yes,no
ABC2524,24,blue-collar,single,unknown,no,11,yes,no
ABC2527,25,management,single,tertiary,no,1270,yes,no
ABC2528,28,blue-collar,single,secondary,no,416,yes,no
ABC2531,27,services,single,secondary,no,331,yes,no
ABC2551,27,blue-collar,single,secondary,no,1311,yes,no
ABC2555,28,blue-collar,single,secondary,no,26765,no,no
ABC2581,25,services,single,secondary,no,54,yes,no
ABC2595,26,services,single,secondary,no,8206,yes,no
ABC2656,24,services,single,secondary,no,507,yes,no
ABC16812,28,services,single,secondary,no,340,yes,no
ABC2662,26,blue-collar,single,secondary,no,-214,yes,no
ABC2664,25,blue-collar,single,tertiary,no,800,yes,no
ABC16842,25,services,married,secondary,no,0,yes,no
ABC16843,28,unemployed,single,tertiary,no,497,yes,no
ABC2720,25,services,single,secondary,yes,57,yes,yes
ABC2726,27,unemployed,single,tertiary,no,37,yes,no
ABC16865,28,blue-collar,single,tertiary,no,1628,yes,no
ABC2727,25,blue-collar,single,tertiary,no,640,yes,no
ABC16872,27,blue-collar,single,tertiary,no,372,yes,yes
ABC2729,28,blue-collar,single,secondary,no,468,yes,no
ABC2749,25,services,single,secondary,yes,53,yes,no
ABC2755,27,blue-collar,single,secondary,yes,-2,yes,yes
ABC2764,27,blue-collar,single,secondary,no,14,no,no
ABC2770,28,blue-collar,single,primary,no,348,yes,yes
ABC16898,26,blue-collar,single,secondary,no,941,no,yes
ABC27715,28,student,single,tertiary,no,290,yes,no
ABC27721,22,management,single,tertiary,no,760,no,no
ABC27729,28,services,single,secondary,no,6100,no,no
ABC27737,26,services,single,secondary,no,609,no,no
ABC27744,27,services,single,secondary,no,-232,no,no
ABC1692,28,blue-collar,single,secondary,no,759,yes,no
ABC27750,26,management,single,tertiary,no,2725,no,no
ABC27765,27,blue-collar,single,tertiary,no,3064,no,yes
ABC27789,26,self-employed,single,tertiary,no,25,no,no
ABC27799,28,student,single,tertiary,no,1096,no,no
ABC27800,27,management,single,secondary,no,589,no,no
ABC27806,27,blue-collar,single,tertiary,no,28,no,no
ABC27809,28,student,single,secondary,no,101,no,no
ABC27810,26,unemployed,single,secondary,no,461,no,no
ABC27813,28,unemployed,single,secondary,no,23,no,no
ABC27827,26,blue-collar,single,secondary,no,78,no,no
ABC27850,26,blue-collar,single,secondary,no,3244,no,no
ABC2786,28,management,single,tertiary,no,202,yes,no
ABC17029,25,blue-collar,single,tertiary,no,470,yes,no
ABC27884,26,services,single,secondary,no,52,no,no
ABC27925,27,student,single,secondary,no,3,no,no
ABC27931,26,unemployed,single,secondary,no,340,no,no
ABC27940,27,blue-collar,single,secondary,no,1187,no,no
ABC27951,28,unemployed,single,secondary,no,1055,no,no
ABC27954,28,blue-collar,single,tertiary,no,387,yes,no
ABC17061,26,management,single,tertiary,no,2,yes,yes
ABC27960,27,blue-collar,single,secondary,no,42,no,no
ABC2798,26,student,single,secondary,no,91,yes,no
ABC27981,28,services,single,secondary,no,0,no,no
ABC28020,26,services,single,secondary,no,1095,no,no
ABC28027,26,blue-collar,single,secondary,no,0,yes,no
ABC28028,28,blue-collar,single,tertiary,no,102,no,no
ABC28040,27,blue-collar,single,primary,no,140,no,no
ABC28043,27,student,single,tertiary,no,1013,no,no
ABC28044,27,student,single,secondary,no,760,no,no
ABC28047,26,student,single,unknown,no,2020,no,no
ABC28052,28,student,single,unknown,no,78,no,no
ABC28068,27,student,single,secondary,no,585,no,no
ABC28082,28,management,single,tertiary,no,95,no,no
ABC28091,28,management,single,tertiary,no,20,no,no
ABC28092,28,management,single,tertiary,no,78,no,no
ABC28094,26,blue-collar,single,tertiary,no,4130,no,no
ABC28124,27,student,single,secondary,no,0,no,yes
ABC28130,26,student,single,secondary,no,782,no,no
ABC28132,26,blue-collar,single,secondary,no,206,no,no
ABC28155,26,blue-collar,single,secondary,no,152,no,yes
ABC28156,28,unemployed,single,tertiary,no,1638,no,no
ABC28172,27,self-employed,single,secondary,no,50,no,no
ABC28185,26,blue-collar,single,secondary,no,455,no,no
ABC28190,27,student,single,secondary,no,980,no,no
ABC28202,26,blue-collar,single,tertiary,no,252,yes,no
ABC28219,27,services,single,tertiary,no,73,no,no
ABC28236,27,management,single,tertiary,no,791,no,no
ABC28300,28,services,single,secondary,no,60,no,yes
ABC28304,28,student,single,secondary,no,28,no,no
ABC28336,28,self-employed,single,tertiary,no,0,yes,no
ABC28341,27,blue-collar,single,primary,no,1209,no,no
ABC28345,28,student,single,tertiary,no,682,yes,no
ABC28346,28,services,single,secondary,no,1391,yes,no
ABC28371,26,unemployed,single,primary,no,1213,no,no
ABC28388,27,student,single,secondary,no,10536,no,no
ABC17287,27,blue-collar,single,secondary,no,3933,no,no
ABC28407,28,blue-collar,single,tertiary,no,959,yes,no
ABC28411,28,management,single,tertiary,no,278,no,yes
ABC28423,27,services,single,tertiary,no,954,no,no
ABC28436,26,blue-collar,single,primary,no,155,yes,no
ABC28441,26,services,single,secondary,no,94,no,no
ABC28448,27,services,single,secondary,no,671,yes,no
ABC28455,27,self-employed,single,tertiary,no,1000,no,no
ABC28461,28,services,single,secondary,no,1823,no,no
ABC28466,26,self-employed,single,tertiary,no,-101,no,yes
ABC28467,26,services,single,secondary,no,397,no,no
ABC28468,28,blue-collar,single,secondary,no,250,no,yes
ABC28470,28,blue-collar,single,secondary,no,1955,no,no
ABC28472,26,student,single,unknown,no,826,no,no
ABC28477,27,unemployed,single,primary,no,1459,yes,no
ABC28480,28,management,single,tertiary,no,882,no,yes
ABC28482,26,student,single,secondary,no,1346,no,no
ABC28485,26,blue-collar,single,secondary,no,2613,no,no
ABC2849,25,unknown,single,unknown,no,329,yes,no
ABC28490,28,blue-collar,single,secondary,no,527,yes,no
ABC28494,26,blue-collar,single,secondary,no,252,no,no
ABC28501,27,blue-collar,single,secondary,no,261,yes,no
ABC28503,28,blue-collar,single,tertiary,no,-214,yes,no
ABC28504,26,blue-collar,single,tertiary,no,1274,no,no
ABC28512,27,blue-collar,single,tertiary,no,-152,yes,yes
ABC17474,27,services,single,secondary,no,192,no,no
ABC28514,27,blue-collar,single,secondary,no,18,no,no
ABC28516,26,blue-collar,single,tertiary,no,1996,no,no
ABC28517,27,management,single,tertiary,no,170,no,no
ABC28526,27,student,single,unknown,no,6424,no,no
ABC28527,28,management,single,tertiary,no,203,no,no
ABC28533,28,management,single,secondary,no,1861,no,no
ABC28536,26,blue-collar,single,tertiary,no,43,yes,yes
ABC28537,28,student,single,secondary,no,24,yes,no
ABC28554,26,student,single,secondary,no,352,no,no
ABC28558,26,services,single,secondary,no,335,no,no
ABC28578,27,blue-collar,single,secondary,yes,81,no,yes
ABC28610,27,blue-collar,single,secondary,no,1049,no,no
ABC28620,28,blue-collar,single,secondary,no,8,yes,no
ABC28626,28,services,single,secondary,no,298,no,no
ABC28630,28,services,single,secondary,no,775,no,no
ABC28632,26,self-employed,single,tertiary,no,211,no,no
ABC28638,26,blue-collar,single,secondary,no,249,yes,no
ABC28645,26,services,single,secondary,no,1200,no,no
ABC28646,27,blue-collar,single,secondary,no,223,no,yes
ABC28649,27,self-employed,single,tertiary,no,139,no,no
ABC28660,28,self-employed,single,secondary,no,1166,no,yes
ABC28661,28,management,single,tertiary,no,185,no,no
ABC28677,26,services,single,secondary,no,1348,no,no
ABC28693,26,services,single,secondary,no,49,no,no
ABC28696,28,self-employed,single,secondary,no,242,yes,no
ABC28701,27,blue-collar,single,tertiary,no,261,yes,yes
ABC28703,27,management,single,tertiary,no,625,no,no
ABC28716,26,management,single,tertiary,no,157,yes,no
ABC28717,27,services,single,secondary,no,116,no,no
ABC28727,27,unemployed,single,secondary,no,92,yes,no
ABC28732,27,student,single,secondary,no,1566,no,no
ABC28738,27,unemployed,single,tertiary,no,3060,no,no
ABC28751,26,management,single,tertiary,no,828,yes,no
ABC28769,27,management,single,tertiary,no,1081,no,yes
ABC28777,26,services,single,secondary,no,187,no,no
ABC28778,27,management,single,tertiary,no,1277,no,no
ABC28798,27,blue-collar,single,tertiary,no,149,no,yes
ABC28800,27,self-employed,single,secondary,no,49,yes,no
ABC1807,26,blue-collar,single,secondary,no,82,yes,no
ABC28807,28,entrepreneur,single,tertiary,no,341,no,no
ABC28821,26,services,single,secondary,no,802,no,no
ABC28822,28,services,single,secondary,no,2992,yes,no
ABC28827,26,unemployed,single,tertiary,no,370,no,no
ABC28834,26,blue-collar,single,tertiary,no,152,no,no
ABC28849,28,blue-collar,single,secondary,no,1285,no,no
ABC28854,27,blue-collar,single,primary,no,21,no,no
ABC28861,28,blue-collar,single,primary,no,442,no,no
ABC18172,27,management,single,tertiary,no,1,yes,no
ABC28868,26,management,single,tertiary,no,800,yes,no
ABC18190,27,blue-collar,single,secondary,no,489,yes,no
ABC28872,26,services,single,secondary,no,512,yes,yes
ABC28883,27,management,single,tertiary,no,0,yes,no
ABC28885,27,blue-collar,single,tertiary,no,501,no,yes
ABC2890,25,blue-collar,single,tertiary,no,777,yes,no
ABC28903,28,management,single,tertiary,no,2080,no,no
ABC28914,27,blue-collar,single,secondary,no,90,no,no
ABC18239,27,blue-collar,single,secondary,no,391,no,yes
ABC28918,21,unemployed,single,secondary,no,1333,no,no
